stockdate,C,CZL,totalposition,profit,profit_ZL,comm,equity,equity_ZL
2017-02-07 00:00:00,22660.0,22670.0,-10.0,,,,,
2017-02-07 00:02:00,22645.0,22660.0,-10.0,750.0,500.0,0.0,750.0,500.0
2017-02-07 00:03:00,22660.0,22665.0,-10.0,-750.0,-250.0,0.0,-750.0,-250.0
2017-02-07 00:04:00,22655.0,22665.0,-10.0,250.0,-0.0,0.0,250.0,-0.0
2017-02-07 00:05:00,22650.0,22660.0,-10.0,250.0,250.0,0.0,250.0,250.0
2017-02-07 00:06:00,22655.0,22660.0,-10.0,-250.0,-0.0,0.0,-250.0,-0.0
2017-02-07 00:07:00,22660.0,22665.0,-10.0,-250.0,-250.0,0.0,-250.0,-250.0
2017-02-07 00:08:00,22670.0,22675.0,-10.0,-500.0,-500.0,0.0,-500.0,-500.0
2017-02-07 00:09:00,22660.0,22670.0,-10.0,500.0,250.0,0.0,500.0,250.0
2017-02-07 00:10:00,22665.0,22675.0,-10.0,-250.0,-250.0,0.0,-250.0,-250.0
2017-02-07 00:11:00,22660.0,22670.0,-10.0,250.0,250.0,0.0,250.0,250.0
2017-02-07 00:12:00,22665.0,22670.0,-10.0,-250.0,-0.0,0.0,-250.0,-0.0
2017-02-07 00:13:00,22660.0,22665.0,-10.0,250.0,250.0,0.0,250.0,250.0
2017-02-07 00:14:00,22665.0,22675.0,-10.0,-250.0,-500.0,0.0,-250.0,-500.0
2017-02-07 00:15:00,22665.0,22670.0,-10.0,-0.0,250.0,0.0,-0.0,250.0
2017-02-07 00:16:00,22665.0,22670.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 00:17:00,22665.0,22680.0,-10.0,-0.0,-500.0,0.0,-0.0,-500.0
2017-02-07 00:18:00,22680.0,22690.0,-10.0,-750.0,-500.0,0.0,-750.0,-500.0
2017-02-07 00:19:00,22680.0,22690.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 00:20:00,22680.0,22685.0,-10.0,-0.0,250.0,0.0,-0.0,250.0
2017-02-07 00:21:00,22665.0,22680.0,-10.0,750.0,250.0,0.0,750.0,250.0
2017-02-07 00:22:00,22675.0,22685.0,-10.0,-500.0,-250.0,0.0,-500.0,-250.0
2017-02-07 00:23:00,22675.0,22680.0,-10.0,-0.0,250.0,0.0,-0.0,250.0
2017-02-07 00:24:00,22670.0,22675.0,-10.0,250.0,250.0,0.0,250.0,250.0
2017-02-07 00:25:00,22680.0,22685.0,-10.0,-500.0,-500.0,0.0,-500.0,-500.0
2017-02-07 00:26:00,22680.0,22690.0,-10.0,-0.0,-250.0,0.0,-0.0,-250.0
2017-02-07 00:27:00,22680.0,22690.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 00:28:00,22670.0,22675.0,-10.0,500.0,750.0,0.0,500.0,750.0
2017-02-07 00:29:00,22680.0,22690.0,-10.0,-500.0,-750.0,0.0,-500.0,-750.0
2017-02-07 00:30:00,22680.0,22695.0,-10.0,-0.0,-250.0,0.0,-0.0,-250.0
2017-02-07 00:32:00,22675.0,22685.0,-10.0,250.0,500.0,0.0,250.0,500.0
2017-02-07 00:33:00,22675.0,22685.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 00:34:00,22680.0,22690.0,-10.0,-250.0,-250.0,0.0,-250.0,-250.0
2017-02-07 00:35:00,22685.0,22695.0,-10.0,-250.0,-250.0,0.0,-250.0,-250.0
2017-02-07 00:36:00,22685.0,22700.0,-10.0,-0.0,-250.0,0.0,-0.0,-250.0
2017-02-07 00:37:00,22675.0,22690.0,-10.0,500.0,500.0,0.0,500.0,500.0
2017-02-07 00:38:00,22675.0,22690.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 00:39:00,22685.0,22695.0,-10.0,-500.0,-250.0,0.0,-500.0,-250.0
2017-02-07 00:40:00,22680.0,22690.0,-10.0,250.0,250.0,0.0,250.0,250.0
2017-02-07 00:41:00,22680.0,22690.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 00:42:00,22670.0,22675.0,-10.0,500.0,750.0,0.0,500.0,750.0
2017-02-07 00:43:00,22665.0,22675.0,-10.0,250.0,-0.0,0.0,250.0,-0.0
2017-02-07 00:44:00,22670.0,22680.0,-10.0,-250.0,-250.0,0.0,-250.0,-250.0
2017-02-07 00:45:00,22680.0,22695.0,-10.0,-500.0,-750.0,0.0,-500.0,-750.0
2017-02-07 00:46:00,22670.0,22685.0,-10.0,500.0,500.0,0.0,500.0,500.0
2017-02-07 00:47:00,22665.0,22680.0,-10.0,250.0,250.0,0.0,250.0,250.0
2017-02-07 00:48:00,22670.0,22685.0,-10.0,-250.0,-250.0,0.0,-250.0,-250.0
2017-02-07 00:49:00,22675.0,22690.0,-10.0,-250.0,-250.0,0.0,-250.0,-250.0
2017-02-07 00:50:00,22675.0,22690.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 00:51:00,22680.0,22690.0,-10.0,-250.0,-0.0,0.0,-250.0,-0.0
2017-02-07 00:52:00,22720.0,22735.0,-10.0,-2000.0,-2250.0,0.0,-2000.0,-2250.0
2017-02-07 00:53:00,22720.0,22735.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 00:54:00,22725.0,22740.0,-10.0,-250.0,-250.0,0.0,-250.0,-250.0
2017-02-07 00:55:00,22720.0,22730.0,-10.0,250.0,500.0,0.0,250.0,500.0
2017-02-07 00:56:00,22715.0,22730.0,-10.0,250.0,-0.0,0.0,250.0,-0.0
2017-02-07 00:57:00,22715.0,22735.0,-10.0,-0.0,-250.0,0.0,-0.0,-250.0
2017-02-07 00:58:00,22720.0,22735.0,-10.0,-250.0,-0.0,0.0,-250.0,-0.0
2017-02-07 00:59:00,22725.0,22745.0,-10.0,-250.0,-500.0,0.0,-250.0,-500.0
2017-02-07 01:01:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:02:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:03:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:04:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:05:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:06:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:07:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:08:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:09:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:10:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:11:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:12:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:13:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:14:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:15:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:16:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:17:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:18:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:19:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:20:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:21:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:22:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:23:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:24:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:25:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:26:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:27:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:28:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:29:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:31:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:32:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:33:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:34:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:35:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:36:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:37:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:38:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:39:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:40:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:41:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:42:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:43:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:44:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
2017-02-07 01:45:00,22725.0,22745.0,-10.0,-0.0,-0.0,0.0,-0.0,-0.0
