stockdate,C,CZL,totalposition,profit,profit_ZL,comm,equity,equity_ZL
2017-01-17 14:59:00,6274.0,6318.0,16.0,,,,,
2017-01-18 14:12:00,6272.0,6318.0,20.0,-320.0,0.0,80.0,-400.0,-80.0
2017-01-18 14:13:00,6268.0,6314.0,16.0,-800.0,-800.0,80.0,-880.0,-880.0
2017-01-18 14:26:00,6268.0,6314.0,20.0,0.0,0.0,80.0,-80.0,-80.0
2017-01-18 14:30:00,6270.0,6316.0,23.0,400.0,400.0,60.0,340.0,340.0
2017-01-18 14:59:00,6266.0,6312.0,23.0,-920.0,-920.0,0.0,-920.0,-920.0
2017-01-19 09:54:00,6272.0,6318.0,26.0,1380.0,1380.0,60.0,1320.0,1320.0
2017-01-19 14:59:00,6258.0,6306.0,26.0,-3640.0,-3120.0,0.0,-3640.0,-3120.0
2017-01-20 09:12:00,6244.0,6292.0,20.0,-3640.0,-3640.0,120.0,-3760.0,-3760.0
2017-01-20 09:21:00,6216.0,6264.0,13.0,-5600.0,-5600.0,140.0,-5740.0,-5740.0
2017-01-20 09:24:00,6220.0,6268.0,10.0,520.0,520.0,60.0,460.0,460.0
2017-01-20 09:25:00,6222.0,6270.0,7.0,200.0,200.0,60.0,140.0,140.0
2017-01-20 09:26:00,6222.0,6268.0,-3.0,0.0,-140.0,200.0,-200.0,-340.0
2017-01-20 09:32:00,6218.0,6264.0,-10.0,120.0,120.0,140.0,-20.0,-20.0
2017-01-20 14:59:00,6232.0,6282.0,-10.0,-1400.0,-1800.0,0.0,-1400.0,-1800.0
